"true_img","subject_id","label","N","plot"
"1455","55","dot",1,FALSE
"1485","55","dot",1,FALSE
"1035","55","squid",1,FALSE
"1065","55","squid",1,FALSE
"1245","55","squid",1,FALSE
"1335","55","squid",1,FALSE
"705","55","null",1,FALSE
"765","55","null",1,FALSE
"1005","55","null",1,FALSE
"15","56","single",1,FALSE
"45","56","single",1,FALSE
"75","56","single",1,FALSE
"105","56","single",1,FALSE
"135","56","single",1,FALSE
"165","56","single",1,FALSE
"195","56","single",1,FALSE
"225","56","single",1,FALSE
"255","56","single",1,FALSE
"285","56","single",1,FALSE
"315","56","single",1,FALSE
"345","56","single",1,FALSE
"375","56","single",1,FALSE
"405","56","single",1,FALSE
"435","56","single",1,FALSE
"465","56","single",1,FALSE
"495","56","single",1,FALSE
"525","56","single",1,FALSE
"1455","56","single",1,FALSE
"1485","56","single",1,FALSE
"615","56","double",1,FALSE
"645","56","double",1,FALSE
"675","56","double",1,FALSE
"705","56","double",1,FALSE
"735","56","double",1,FALSE
"765","56","double",1,FALSE
"795","56","double",1,FALSE
"825","56","double",1,FALSE
"855","56","double",1,FALSE
"885","56","double",1,FALSE
"915","56","double",1,FALSE
"945","56","double",1,FALSE
"975","56","double",1,FALSE
"1005","56","double",1,FALSE
"1035","56","double",1,FALSE
"1065","56","double",1,FALSE
"1095","56","double",1,FALSE
"1125","56","double",1,FALSE
"1155","56","double",1,FALSE
"1185","56","double",1,FALSE
"1215","56","double",1,FALSE
"1245","56","double",1,FALSE
"1275","56","double",1,FALSE
"1305","56","double",1,FALSE
"1335","56","double",1,FALSE
"1365","56","double",1,FALSE
"1395","56","double",1,FALSE
"1425","56","double",1,FALSE
"555","56","attach",1,FALSE
"585","56","attach",1,FALSE
"15","57","sumi",1,TRUE
"45","57","sumi",1,TRUE
"75","57","sumi",1,TRUE
"105","57","sumi",1,TRUE
"135","57","sumi",1,TRUE
"165","57","sumi",1,TRUE
"225","57","sumi",1,TRUE
"255","57","sumi",1,TRUE
"285","57","sumi",1,TRUE
"315","57","sumi",1,TRUE
"345","57","sumi",1,TRUE
"375","57","sumi",1,TRUE
"405","57","sumi",1,TRUE
"435","57","sumi",1,TRUE
"525","57","sumi",1,TRUE
"555","57","sumi",1,TRUE
"585","57","sumi",1,TRUE
"615","57","sumi",1,TRUE
"645","57","sumi",1,TRUE
"675","57","sumi",1,TRUE
"705","57","sumi",1,TRUE
"735","57","sumi",1,TRUE
"765","57","sumi",1,TRUE
"855","57","sumi",1,TRUE
"945","57","sumi",1,TRUE
"1395","57","sumi",1,TRUE
"195","57","clops",1,TRUE
"465","57","clops",1,TRUE
"495","57","clops",1,TRUE
"795","57","clops",1,TRUE
"825","57","clops",1,TRUE
"915","57","clops",1,TRUE
"975","57","clops",1,TRUE
"1005","57","clops",1,TRUE
"1035","57","clops",1,TRUE
"1065","57","clops",1,TRUE
"1095","57","clops",1,TRUE
"1125","57","clops",1,TRUE
"1155","57","clops",1,TRUE
"1185","57","clops",1,TRUE
"1215","57","clops",1,TRUE
"1245","57","clops",1,TRUE
"1275","57","clops",1,TRUE
"1485","57","clops",1,TRUE
"1305","57","peese",1,TRUE
"1335","57","peese",1,TRUE
"1365","57","peese",1,TRUE
"885","57","yogi",1,TRUE
"1425","57","yogi",1,TRUE
"1455","57","yogi",1,TRUE
"15","58","ta1d",1,FALSE
"45","58","ta1d",1,FALSE
"75","58","ta1d",1,FALSE
"105","58","ta1d",1,FALSE
"135","58","ta1d",1,FALSE
"165","58","ta1d",1,FALSE
"195","58","ta1d",1,FALSE
"225","58","ta1d",1,FALSE
"255","58","ta1d",1,FALSE
"285","58","ta1d",1,FALSE
"315","58","ta1d",1,FALSE
"525","58","ta1d",1,FALSE
"855","58","tall",1,FALSE
"885","58","tall",1,FALSE
"915","58","tall",1,FALSE
"945","58","tall",1,FALSE
"975","58","tall",1,FALSE
"1005","58","tall",1,FALSE
"1365","58","ud",1,FALSE
"1425","58","ud",1,FALSE
"1455","58","ud",1,FALSE
"1485","58","ud",1,FALSE
"345","58","singd",1,FALSE
"375","58","singd",1,FALSE
"405","58","singd",1,FALSE
"435","58","singd",1,FALSE
"465","58","singd",1,FALSE
"495","58","singd",1,FALSE
"555","58","atdot",1,FALSE
"585","58","atdot",1,FALSE
"615","58","atdot",1,FALSE
"645","58","atdot",1,FALSE
"705","58","atdot",1,FALSE
"735","58","atdot",1,FALSE
"1245","58","twist",1,FALSE
"1275","58","twist",1,FALSE
"1305","58","twist",1,FALSE
"1335","58","twist",1,FALSE
"1395","58","twist",1,FALSE
"675","58","open",1,FALSE
"765","58","open",1,FALSE
"795","58","open",1,FALSE
"825","58","open",1,FALSE
"1155","58","cl1",1,FALSE
"1185","58","cl1",1,FALSE
"1215","58","cl1",1,FALSE
"1035","58","cl2",1,FALSE
"1065","58","cl2",1,FALSE
"1095","58","cl2",1,FALSE
"1125","58","cl2",1,FALSE
"15","59","x",1,FALSE
"45","59","x",1,FALSE
"675","59","x",1,FALSE
"735","59","x",1,FALSE
"765","59","x",1,FALSE
"795","59","x",1,FALSE
"825","59","x",1,FALSE
"855","59","x",1,FALSE
"885","59","x",1,FALSE
"915","59","thin",1,FALSE
"945","59","thin",1,FALSE
"975","59","thin",1,FALSE
"1005","59","thin",1,FALSE
"1035","59","thin",1,FALSE
"1065","59","thin",1,FALSE
"1095","59","thin",1,FALSE
"1125","59","thin",1,FALSE
"1155","59","thin",1,FALSE
"1185","59","thin",1,FALSE
"1215","59","thin",1,FALSE
"1245","59","thin",1,FALSE
"1275","59","thin",1,FALSE
"1305","59","thin",1,FALSE
"75","59","wide",1,FALSE
"105","59","wide",1,FALSE
"135","59","wide",1,FALSE
"165","59","wide",1,FALSE
"195","59","wide",1,FALSE
"225","59","wide",1,FALSE
"255","59","wide",1,FALSE
"285","59","wide",1,FALSE
"315","59","wide",1,FALSE
"345","59","wide",1,FALSE
"375","59","wide",1,FALSE
"405","59","wide",1,FALSE
"435","59","wide",1,FALSE
"465","59","wide",1,FALSE
"495","59","wide",1,FALSE
"525","59","wide",1,FALSE
"555","59","wide",1,FALSE
"585","59","wide",1,FALSE
"615","59","wide",1,FALSE
"645","59","wide",1,FALSE
"705","59","wide",1,FALSE
"1335","59","flip",1,FALSE
"1365","59","flip",1,FALSE
"1395","59","flip",1,FALSE
"1425","59","flip",1,FALSE
"1455","59","flip",1,FALSE
"1485","59","flip",1,FALSE
